"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Explainability meets uncertainty quantification: Insights from feature-based model fusion on multimodal time series","https://scispace.com/paper/explainability-meets-uncertainty-quantification-insights-1tks5gyz0l","2023","Journal Article","Information Fusion","Duarte Folgado
Marília Barandas
Lorenzo Famiglini
Ricardo Bruno Barbeiro dos Santos
Federico Cabitza
Hugo Gamboa","10.1016/j.inffus.2023.101955","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses uncertainty‑quantified feature importance to simplify explanations of multimodal physiological time‑series models; strong AI/ML focus and multimodal fusion, but no diabetes application or related clinical deployment.","Feature importance evaluation is one of the prevalent approaches to interpreting Machine Learning (ML) models. A drawback of using these methods for high-dimensional datasets is that they often lead to high-dimensional explanation output that hinders human analysis. This is especially true for explaining multimodal ML models, where the problem’s complexity is further exacerbated by the inclusion of multiple data modalities and an increase in the overall number of features. This work proposes a novel approach to lower the complexity of feature-based explanations. The proposed approach is based on uncertainty quantification techniques, allowing for a principled way of reducing the number of modalities required to explain the model’s predictions. We evaluated our method in three multimodal datasets comprising physiological time series. Results show that the proposed method can reduce the complexity of the explanations while maintaining a high level of accuracy in the predictions. This study illustrates an innovative example of the intersection between the disciplines of uncertainty quantification and explainable AI. "
"Assessing Bias in Skin Lesion Classifiers with Contemporary Deep Learning and Post-Hoc Explainability Techniques","https://scispace.com/paper/assessing-bias-in-skin-lesion-classifiers-with-contemporary-1pwkudme","2023","Journal Article","IEEE Access","Adam Corbin
Oge Marques","10.1109/access.2023.3289320","https://scispace.com/pdf/assessing-bias-in-skin-lesion-classifiers-with-contemporary-1pwkudme.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses deep learning and Grad‑CAM to assess bias in skin lesion classifiers; focuses on dermatology, not diabetes, so diabetes‑specific criteria are not met.","As Artificial Intelligence is increasingly utilized in dermatology, ensuring fairness in the development of Machine Learning models is crucial, particularly in skin lesion classification, where decisions can significantly impact people’s lives. This study investigates the presence of biases between different Fitzpatrick Skin Types in baseline pretrained models and evaluates various training techniques to mitigate these disparities. An unsupervised skin transformer is developed to adjust an image’s FST, and joint regularization and synthetic image blending methods are employed to address bias concerns. Additionally, eXplainable AI techniques, such as Grad-CAM, are utilized to identify any underlying reasons for bias in the models. The results indicate that joint regularization and synthetic blending methods enhance the area under the curve performance and fairness. Meanwhile, eXplainable AI was found to be a valuable tool for fine-tuning Deep Learning models and uncovering problems. These findings can aid in developing accurate and unbiased skin lesion classification models, promoting equitable healthcare, and improving patient outcomes. "
"Designing Interpretable ML System to Enhance Trust in Healthcare: A Systematic Review to Proposed Responsible Clinician-AI-Collaboration Framework","https://scispace.com/paper/designing-interpretable-ml-system-to-enhance-trust-in-3mhu4488g2","2024","Journal Article","Information Fusion","Elham Nasarian
Roohallah Alizadehsani
U. Acharya
Kwok-Leung Tsui","10.1016/j.inffus.2024.102412","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides a thorough review of XAI methods and trust‑focused CDSS frameworks, but does not target diabetes or apply AI to diabetic problems; thus meets AI technique and trust criteria, but fails diabetes‑specific requirements.","Artificial intelligence (AI)-based medical devices and digital health technologies, including medical sensors, wearable health trackers, telemedicine, mobile health (mHealth), large language models (LLMs), and digital care twins (DCTs), significantly influence the process of clinical decision support systems (CDSS) in healthcare and medical applications. However, given the complexity of medical decisions, it is crucial that results generated by AI tools not only be correct but also carefully evaluated, understandable, and explainable to end-users, especially clinicians. The lack of interpretability in communicating AI clinical decisions can lead to mistrust among decision-makers and a reluctance to use these technologies. This paper systematically reviews the processes and challenges associated with interpretable machine learning (IML) and explainable artificial intelligence (XAI) within the healthcare and medical domains. Its main goals are to examine the processes of IML and XAI, their related methods, applications, and the implementation challenges they pose in digital health interventions (DHIs), particularly from a quality control perspective, to help understand and improve communication between AI systems and clinicians. The IML process is categorized into pre-processing interpretability, interpretable modeling, and post-processing interpretability. This paper aims to foster a comprehensive understanding of the significance of a robust interpretability approach in clinical decision support systems (CDSS) by reviewing related experimental results. The goal is to provide future researchers with insights for creating clinician-AI tools that are more communicable in healthcare decision support systems and offer a deeper understanding of their challenges. Our research questions, eligibility criteria, and primary goals were proved using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guideline and the PICO (population, intervention, control, and outcomes) method. We systematically searched PubMed, Scopus, and Web of Science databases using sensitive and specific search strings. Subsequently, duplicate papers were removed using EndNote and Covidence. A two-phase selection process was then carried out on Covidence, starting with screening by title and abstract, followed by a full-text appraisal. The Meta Quality Appraisal Tool (MetaQAT) was used to assess the quality and risk of bias. Finally, a standardized data extraction tool was employed for reliable data mining. The searches yielded 2,241 records, from which 555 duplicate papers were removed. During the title and abstract screening step, 958 papers were excluded, and the full-text review step excluded 482 studies. Subsequently, in quality and risk of bias assessment, 172 papers were removed. 74 publications were selected for data extraction, which formed 10 insightful reviews and 64 related experimental studies. The paper provides general definitions of explainable artificial intelligence (XAI) in the medical domain and introduces a framework for interpretability in clinical decision support systems structured across three levels. It explores XAI-related health applications within each tier of this framework, underpinned by a review of related experimental findings. Furthermore, the paper engages in a detailed discussion of quality assessment tools for evaluating XAI in intelligent health systems. It also presents a step-by-step roadmap for implementing XAI in clinical settings. To direct future research toward bridging current gaps, the paper examines the importance of XAI models from various angles and acknowledges their limitations. "
"A Chaotic Maps-based Privacy-preserving Distributed Deep Learning for Incomplete and Non-IID Datasets","https://scispace.com/paper/a-chaotic-maps-based-privacy-preserving-distributed-deep-1oxqhie98t","2024","Journal Article","IEEE Transactions on Emerging Topics in Computing","Irina Arévalo
Jose L. Salmeron","10.1109/tetc.2023.3320758","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses federated learning with chaotic encryption to protect privacy and handle non-IID data, but focuses on generic datasets, not diabetes; privacy layer adds trustworthiness relevance.","Federated Learning is a machine learning approach that enables the training of a deep learning model among several participants with sensitive data that wish to share their own knowledge without compromising the privacy of their data. In this research, the authors employ a secured Federated Learning method with an additional layer of privacy and proposes a method for addressing the non-IID challenge. Moreover, differential privacy is compared with chaotic-based encryption as layer of privacy. The experimental approach assesses the performance of the federated deep learning model with differential privacy using both IID and non-IID data. In each experiment, the Federated Learning process improves the average performance metrics of the deep neural network, even in the case of non-IID data."
"FedHealthFog: A federated learning-enabled approach towards healthcare analytics over fog computing platform","https://scispace.com/paper/fedhealthfog-a-federated-learning-enabled-approach-towards-gra8z8i23h","2024","Journal Article","Heliyon","Subhranshu Sekhar Tripathy
Sujit Bebortta
Chiranji Lal Chowdhary
Tanmay Mukherjee
Jana Shafi
Muhammad Fazal Ijaz","10.1016/j.heliyon.2024.e26416","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses federated learning to reduce latency and energy in fog-based healthcare; no diabetes focus, limited clinical decision discussion, no multimodal or imaging components.","The emergence of federated learning (FL) technique in fog-enabled healthcare system has leveraged enhanced privacy towards safeguarding sensitive patient information over heterogeneous computing platforms. In this paper, we introduce the FedHealthFog framework, which was meticulously developed to overcome the difficulties of distributed learning in resource-constrained IoT-enabled healthcare systems, particularly those sensitive to delays and energy efficiency. Conventional federated learning approaches face challenges stemming from substantial compute requirements and significant communication costs. This is primarily due to their reliance on a singular server for the aggregation of global data, which results in inefficient training models. We present a transformational approach to address these problems by elevating strategically placed fog nodes to the position of local aggregators within the federated learning architecture. A sophisticated greedy heuristic technique is used to optimize the choice of a fog node as the global aggregator in each communication cycle between edge devices and the cloud. The FedHealthFog system notably accounts for drop in communication latency of 87.01%, 26.90%, and 71.74%, and energy consumption of 57.98%, 34.36%, and 35.37% respectively, for three benchmark algorithms analyzed in this study. The effectiveness of FedHealthFog is strongly supported by outcomes of our experiments compared to cutting-edge alternatives while simultaneously reducing number of global aggregation cycles. These findings highlight FedHealthFog's potential to transform federated learning in resource-constrained IoT environments for delay-sensitive applications. "
"The Role of Explainability in Assuring Safety of Machine Learning in Healthcare","https://scispace.com/paper/the-role-of-explainability-in-assuring-safety-of-machine-3sgug62v","2022","Journal Article","IEEE Transactions on Emerging Topics in Computing","","10.1109/tetc.2022.3171314","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses XAI methods to support safety arguments for a ventilator weaning decision system, enhancing trust and clinical decision support, but does not involve diabetes or related modalities.","Established approaches to assuring safety-critical systems and software are difficult to apply to systems employing ML where there is no clear, pre-defined specification against which to assess validity. This problem is exacerbated by the “opaque” nature of ML where the learnt model is not amenable to human scrutiny. Explainable AI (XAI) methods have been proposed to tackle this issue by producing human-interpretable representations of ML models which can help users to gain confidence and build trust in the ML system. However, little work explicitly investigates the role of explainability for safety assurance in the context of ML development. This paper identifies ways in which XAI methods can contribute to safety assurance of ML-based systems. It then uses a concrete ML-based clinical decision support system, concerning weaning of patients from mechanical ventilation, to demonstrate how XAI methods can be employed to produce evidence to support safety assurance. The results are also represented in a safety argument to show where, and in what way, XAI methods can contribute to a safety case. Overall, we conclude that XAI methods have a valuable role in safety assurance of ML-based systems in healthcare but that they are not sufficient in themselves to assure safety. "
"Enhancing medical decision-making with ChatGPT and explainable AI.","https://scispace.com/paper/enhancing-medical-decision-making-with-chatgpt-and-5vmbbnk63n","2024","Journal Article","International Journal of Surgery","Aryan Chopra
Dharmendra Singh Rajput
Harshita Patel","10.1097/js9.0000000000001464","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses explainable AI and ChatGPT for clinical decision support, but focuses on general medical contexts, not diabetes; no diabetic data or specific applications presented.","In light of the accelerating advancements in generative arti ﬁ cial intelligence (AI) and its applications in healthcare"
"Bringing Machine Learning Systems into Clinical Practice: A Design Science Approach to Explainable Machine Learning-Based Clinical Decision Support Systems","https://scispace.com/paper/bringing-machine-learning-systems-into-clinical-practice-a-jed8q2e8","","Journal Article","Journal of the Association for Information Systems","Luisa Pumplun
Felix Peters
Joshua Gawlitza
Peter Buxmann","10.17705/1jais.00820","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses explainable ML to design a user‑centered CDSS prototype for lung nodule classification, addressing physician trust and usability, but has no diabetes focus or related data modalities.","Clinical decision support systems (CDSSs) based on machine learning (ML) hold great promise for
improving medical care. Technically, such CDSSs are already feasible but physicians have been
skeptical about their application. In particular, their opacity is a major concern, as it may lead physicians
to overlook erroneous outputs from ML-based CDSSs, potentially causing serious consequences for
patients. Research on explainable AI (XAI) offers methods with the potential to increase the
explainability of black-box ML systems. This could significantly accelerate the application of MLbased CDSSs in medicine. However, XAI research to date has mainly been technically driven and
largely neglects the needs of end users. To better engage the users of ML-based CDSSs, we applied a
design science approach to develop a design for explainable ML-based CDSSs that incorporates
insights from XAI literature while simultaneously addressing physicians’ needs. This design comprises
five design principles that designers of ML-based CDSSs can apply to implement user-centered
explanations, which are instantiated in a prototype of an explainable ML-based CDSS for lung nodule
classification. We rooted the design principles and the derived prototype in a body of justificatory
knowledge consisting of XAI literature, the concept of usability, and an online survey study involving
57 physicians. We refined the design principles and their instantiation by conducting walk-throughs
with six radiologists. A final experiment with 45 radiologists demonstrated that our design resulted in
physicians perceiving the ML-based CDSS as more explainable and usable in terms of the required
cognitive effort than a system without explanations."
"A Review of Causality for Learning Algorithms in Medical Image Analysis","https://scispace.com/paper/a-review-of-causality-for-learning-algorithms-in-medical-moei42b1","2022","Posted Content","","","10.48550/arxiv.2206.05498","https://scispace.com/pdf/a-review-of-causality-for-learning-algorithms-in-medical-moei42b1.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses causal deep‑learning methods for domain adaptation and generalization in medical imaging, but focuses on brain MRI, not diabetes; lacks direct diabetes application or bias analysis.","Medical image analysis is a vibrant research area that offers doctors and medical practitioners invaluable insight and the ability to accurately diagnose and monitor disease. Machine learning provides an additional boost for this area. However, machine learning for medical image analysis is particularly vulnerable to natural biases like domain shifts that affect algorithmic performance and robustness. In this paper we analyze machine learning for medical image analysis within the framework of Technology Readiness Levels and review how causal analysis methods can fill a gap when creating robust and adaptable medical image analysis algorithms. We review methods using causality in medical imaging AI/ML and find that causal analysis has the potential to mitigate critical problems for clinical translation but that uptake and clinical downstream research has been limited so far. "
"A Comprehensive Privacy-Preserving Federated Learning Scheme with Secure Authentication and Aggregation for Internet of Medical Things.","https://scispace.com/paper/a-comprehensive-privacy-preserving-federated-learning-scheme-501gjj8i4c","2023","Journal Article","IEEE Journal of Biomedical and Health Informatics","Jingwei Liu
Jin Zhang
Mian Ahmad Jan
Rong Sun
Leifeng Liu
Sahil Verma
Pushpita Chatterjee","10.1109/jbhi.2023.3304361","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses federated learning with blind masking and CL-PRE for secure IoMT aggregation; lacks any diabetes focus, so AI‑for‑Diabetes and related criteria are not met.","Data mining, integration, and utilization are the inevitable trend of the Internet of Medical Things (IoMT) in the context of Big Data. With the increasing demand for data privacy, federated learning has emerged as a new paradigm, which enables distributed joint training of medical data sources without leaving the private domain. However, federated learning is suffering from security threats as the shared local model will reveal original datasets. Privacy leakage is even more fatal in healthcare because medical data contains critically sensitive information. In addition, open wireless channels are susceptible to malicious attacks. To further safeguard the privacy of IoMT, we propose a comprehensive privacy-preserving federated learning scheme with a tactful dropout handling mechanism. The proposed scheme leverages blind masking and certificateless proxy re-encryption (CL-PRE) for secure aggregation, ensuring the confidentiality of the local model and rendering the global model invisible to any parties other than clients. It also provides authentication of uploaded models while protecting identity privacy. Compared with other relevant schemes, our solution has better performance on functional features and efficiency, and is more applicable to IoMT systems with many devices."
"A scoping review of fair machine learning techniques when using real-world data","https://scispace.com/paper/a-scoping-review-of-fair-machine-learning-techniques-when-tqlajp5kxj","2024","Journal Article","Journal of Biomedical Informatics","Yu Huang
Jingchuan Guo
Wei‐Han Chen
Hsuan-Yin Lin
Huilin Tang
Fei Wang
Hua Xu
Jiang Bian","10.1016/j.jbi.2024.104622","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses fairness metrics and bias mitigation techniques for health‑care ML models; lacks any diabetes focus, but provides strong bias/fairness analysis and general ML methodology.","The integration of artificial intelligence (AI) and machine learning (ML) in health care to aid clinical decisions is widespread. However, as AI and ML take important roles in health care, there are concerns about AI and ML associated fairness and bias. That is, an AI tool may have a disparate impact, with its benefits and drawbacks unevenly distributed across societal strata and subpopulations, potentially exacerbating existing health inequities. Thus, the objectives of this scoping review were to summarize existing literature and identify gaps in the topic of tackling algorithmic bias and optimizing fairness in AI/ML models using real-world data (RWD) in health care domains.We conducted a thorough review of techniques for assessing and optimizing AI/ML model fairness in health care when using RWD in health care domains. The focus lies on appraising different quantification metrics for accessing fairness, publicly accessible datasets for ML fairness research, and bias mitigation approaches.We identified 11 papers that are focused on optimizing model fairness in health care applications. The current research on mitigating bias issues in RWD is limited, both in terms of disease variety and health care applications, as well as the accessibility of public datasets for ML fairness research. Existing studies often indicate positive outcomes when using pre-processing techniques to address algorithmic bias. There remain unresolved questions within the field that require further research, which includes pinpointing the root causes of bias in ML models, broadening fairness research in AI/ML with the use of RWD and exploring its implications in healthcare settings, and evaluating and addressing bias in multi-modal data.This paper provides useful reference material and insights to researchers regarding AI/ML fairness in real-world health care data and reveals the gaps in the field. Fair AI/ML in health care is a burgeoning field that requires a heightened research focus to cover diverse applications and different types of RWD. "
"Subgoal-Based Explanations for Unreliable Intelligent Decision Support Systems","https://scispace.com/paper/subgoal-based-explanations-for-unreliable-intelligent-1evoybbt","2022","Proceedings Article","International Conference on Intelligent User Interfaces","Devleena Das
Been Kim
Sonia Chernova","10.1145/3581641.3584055","https://scispace.com/pdf/subgoal-based-explanations-for-unreliable-intelligent-1evoybbt.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses explainable AI planning to improve decision support trustworthiness; however, it does not involve diabetes, multimodal data, federated learning, imaging, bias analysis, or transfer learning.","Intelligent decision support (IDS) systems leverage artificial intelligence techniques to generate recommendations that guide human users through the decision making phases of a task. However, a key challenge is that IDS systems are not perfect, and in complex real-world scenarios may produce suboptimal output or fail to work altogether. The field of explainable AI (XAI) has sought to develop techniques that improve the interpretability of black-box systems. While most XAI work has focused on single-classification tasks, the subfield of explainable AI planning (XAIP) has sought to develop techniques that make sequential decision making AI systems explainable to domain experts. Critically, prior work in applying XAIP techniques to IDS systems has assumed that the plan being proposed by the planner is always optimal, and therefore the action or plan being recommended as decision support to the user is always optimal. In this work, we examine novice user interactions with a non-robust IDS system – one that occasionally recommends suboptimal actions, and one that may become unavailable after users have become accustomed to its guidance. We introduce a new explanation type, subgoal-based explanations, for plan-based IDS systems, that supplements traditional IDS output with information about the subgoal toward which the recommended action would contribute. We demonstrate that subgoal-based explanations lead to improved user task performance in the presence of IDS recommendations, improve user ability to distinguish optimal and suboptimal IDS recommendations, and are preferred by users. Additionally, we demonstrate that subgoal-based explanations enable more robust user performance in the case of IDS failure, showing the significant benefit of training users for an underlying task with subgoal-based explanations."
"Interpretable machine learning in healthcare","https://scispace.com/paper/interpretable-machine-learning-in-healthcare-3wc5807whv","2018","Proceedings Article","IEEE International Conference on Healthcare Informatics","Muhammad Aurangzeb Ahmad
Ankur Teredesai
Carly Eckert","10.1109/ICHI.2018.00095","https://dl.acm.org/doi/pdf/10.1145/3233547.3233667","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses explainable AI methods and discusses deployment and trustworthiness in healthcare, but does not focus on diabetes or apply AI to diabetic problems.","This tutorial extensively covers the definitions, nuances, challenges, and requirements for the design of interpretable and explainable machine learning models and systems in healthcare. We discuss many uses in which interpretable machine learning models are needed in healthcare and how they should be deployed. Additionally, we explore the landscape of recent advances to address the challenges model interpretability in healthcare and also describe how one would go about choosing the right interpretable machine learnig algorithm for a given problem in healthcare."
"On the interpretability of machine learning-based model for predicting hypertension","https://scispace.com/paper/on-the-interpretability-of-machine-learning-based-model-for-140cq939ul","2019","Journal Article","BMC Medical Informatics and Decision Making","Radwa Elshawi
Mouaz H. Al-Mallah
Sherif Sakr","10.1186/S12911-019-0874-0","https://link.springer.com/content/pdf/10.1186/s12911-019-0874-0.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses random forest and model‑agnostic explanation methods to interpret predictions for hypertension risk, aiding clinician trust; however, it does not involve diabetes or related modalities.","Although complex machine learning models are commonly outperforming the traditional simple interpretable models, clinicians find it hard to understand and trust these complex models due to the lack of intuition and explanation of their predictions. The aim of this study to demonstrate the utility of various model-agnostic explanation techniques of machine learning models with a case study for analyzing the outcomes of the machine learning random forest model for predicting the individuals at risk of developing hypertension based on cardiorespiratory fitness data. The dataset used in this study contains information of 23,095 patients who underwent clinician-referred exercise treadmill stress testing at Henry Ford Health Systems between 1991 and 2009 and had a complete 10-year follow-up. Five global interpretability techniques (Feature Importance, Partial Dependence Plot, Individual Conditional Expectation, Feature Interaction, Global Surrogate Models) and two local interpretability techniques (Local Surrogate Models, Shapley Value) have been applied to present the role of the interpretability techniques on assisting the clinical staff to get better understanding and more trust of the outcomes of the machine learning-based predictions. Several experiments have been conducted and reported. The results show that different interpretability techniques can shed light on different insights on the model behavior where global interpretations can enable clinicians to understand the entire conditional distribution modeled by the trained response function. In contrast, local interpretations promote the understanding of small parts of the conditional distribution for specific instances. Various interpretability techniques can vary in their explanations for the behavior of the machine learning model. The global interpretability techniques have the advantage that it can generalize over the entire population while local interpretability techniques focus on giving explanations at the level of instances. Both methods can be equally valid depending on the application need. Both methods are effective methods for assisting clinicians on the medical decision process, however, the clinicians will always remain to hold the final say on accepting or rejecting the outcome of the machine learning models and their explanations based on their domain expertise."
"The importance of interpretability and visualization in machine learning for applications in medicine and health care","https://scispace.com/paper/the-importance-of-interpretability-and-visualization-in-121ag95dhp","2020","Journal Article","Neural Computing and Applications","Alfredo Vellido","10.1007/S00521-019-04051-W","https://www.cs.upc.edu/~avellido/research/NEUCOMP19_vellido.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses explainable AI and visualization to improve model interpretability for clinical adoption, but does not focus on diabetes or related data modalities.","In a short period of time, many areas of science have made a sharp transition towards data-dependent methods. In some cases, this process has been enabled by simultaneous advances in data acquisition and the development of networked system technologies. This new situation is particularly clear in the life sciences, where data overabundance has sparked a flurry of new methodologies for data management and analysis. This can be seen as a perfect scenario for the use of machine learning and computational intelligence techniques to address problems in which more traditional data analysis approaches might struggle. But, this scenario also poses some serious challenges. One of them is model interpretability and explainability, especially for complex nonlinear models. In some areas such as medicine and health care, not addressing such challenge might seriously limit the chances of adoption, in real practice, of computer-based systems that rely on machine learning and computational intelligence methods for data analysis. In this paper, we reflect on recent investigations about the interpretability and explainability of machine learning methods and discuss their impact on medicine and health care. We pay specific attention to one of the ways in which interpretability and explainability in this context can be addressed, which is through data and model visualization. We argue that, beyond improving model interpretability as a goal in itself, we need to integrate the medical experts in the design of data analysis interpretation strategies. Otherwise, machine learning is unlikely to become a part of routine clinical and health care practice."
"Multimodal fusion-based deep learning network for effective diagnosis of Alzheimer's disease","https://scispace.com/paper/multimodal-fusion-based-deep-learning-network-for-effective-2hsr78re","2022","Journal Article","IEEE MultiMedia","Shubham Dwivedi
Tripti Goel
M. Hassan Tanveer
R. Bala Murugan","10.1109/mmul.2022.3156471","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses multimodal MRI/PET fusion and ResNet-50 for Alzheimer's diagnosis; no diabetes focus, lacks clinical decision, privacy, bias, or federated aspects. Imaging relevance is indirect.","Alzheimer’s disease (AD) is a prevalent, irreversible, chronic, and degenerative disorder whose diagnosis at the prodromal stage is critical. Mostly, single modality data, such as magnetic resonance imaging (MRI) or positron emission tomography (PET), are used to make predictions in AD studies. However, the metabolic and structural data fusion can provide a holistic view of AD-staging analysis. To achieve this objective, a novel multimodal fusion-based method is proposed in this article. An optimal fusion of MRI and PET is achieved by harnessing demon algorithm and discrete wavelet transform. Finally, the fused image features are extracted using ResNet-50, and these features are classified using robust energy least square twin support vector machine classifier. Experiments on the AD neuroimaging initiative dataset show descent accuracy of 97%, 94%, and 97.5% for cognitive normal (CN) versus AD, CN versus mild cognitive impairment (MCI), and AD versus MCI, respectively. The proposed model will be beneficial for health professionals in accurately diagnosing AD at an early stage."
"What is interpretable? using machine learning to design interpretable decision-support systems","https://scispace.com/paper/what-is-interpretable-using-machine-learning-to-design-2l0dk4ceak","2018","Posted Content","arXiv: Learning","Owen Lahav
Nicholas Mastronarde
Mihaela van der Schaar","","https://arxiv.org/pdf/1811.10799","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses reinforcement learning and neural networks to build a trust‑enhancing clinical decision‑support system, but focuses on heart failure, not diabetes, and lacks multimodal, federated, imaging, or fairness components.","Recent efforts in Machine Learning (ML) interpretability have focused on creating methods for explaining black-box ML models. However, these methods rely on the assumption that simple approximations, such as linear models or decision-trees, are inherently human-interpretable, which has not been empirically tested. Additionally, past efforts have focused exclusively on comprehension, neglecting to explore the trust component necessary to convince non-technical experts, such as clinicians, to utilize ML models in practice. In this paper, we posit that reinforcement learning (RL) can be used to learn what is interpretable to different users and, consequently, build their trust in ML models. To validate this idea, we first train a neural network to provide risk assessments for heart failure patients. We then design a RL-based clinical decision-support system (DSS) around the neural network model, which can learn from its interactions with users. We conduct an experiment involving a diverse set of clinicians from multiple institutions in three different countries. Our results demonstrate that ML experts cannot accurately predict which system outputs will maximize clinicians' confidence in the underlying neural network model, and suggest additional findings that have broad implications to the future of research into ML interpretability and the use of ML in medicine."
"Evaluating local interpretable model-agnostic explanations on clinical machine learning classification models","https://scispace.com/paper/evaluating-local-interpretable-model-agnostic-explanations-2gy9tfdnng","2020","Proceedings Article","Computer-Based Medical Systems","Nesaretnam Barr Kumarakulasinghe
Tobias Blomberg
Jintai Liu
Alexandra Saraiva Leao
Panagiotis Papapetrou","10.1109/CBMS49503.2020.00009","https://www.researchgate.net/profile/Alexandra-Saraiva-Leao/publication/344063540_Evaluating_Local_Interpretable_Model-Agnostic_Explanations_on_Clinical_Machine_Learning_Classification_Models/links/6196015607be5f31b7936b4e/Evaluating-Local-Interpretable-Model-Agnostic-Explanations-on-Clinical-Machine-Learning-Classification-Models.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses LIME to evaluate explanations for clinical classifiers, showing high clinician trust. No diabetes focus or related data modalities, so diabetes-specific criteria are not met.","The usage of black-box classification models within the healthcare field is highly dependent on being interpretable by the receiver. Local Interpretable Model-Agnostic Explanation (LIME) provides a patient-specific explanation for a given classification, thus enhancing the possibility for any complex classifier to serve as a safety aid within a clinical setting. However, research on if the explanation provided by LIME is relevant to clinicians is limited and there is no current framework for how an evaluation of LIME is to be performed. To evaluate the clinical relevance of the explanations provided by LIME, this study has investigated how physician's independent explanations for classified observations compare with explanations provided by LIME. Additionally, the clinical relevance and the experienced reliance on the explanations provided by LIME have been evaluated by field experts. The results indicate that the explanation provided by LIME is clinically relevant and has a very high concordance with the explanations provided by physicians. Furthermore, trust and reliance on LIME are fairly high amongst clinicians. The study proposes a framework for further research within the area."
"Privacy-preserving federated learning model for healthcare data","https://scispace.com/paper/privacy-preserving-federated-learning-model-for-healthcare-p6gs2bre","2022","Proceedings Article","Computing and Communication Workshop and Conference","Tanzir Ul Islam
Reza Ghasemi
Noman Mohammed","10.1109/CCWC54503.2022.9720752","https://mspace.lib.umanitoba.ca/bitstream/handle/1993/37192/Islam_Tanzir.pdf?sequence=2","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses federated learning with differential privacy for heart failure/cancer prediction; no diabetes focus, limited clinical decision discussion, no multimodal or imaging components.","Federated Machine Learning (FL) can be used effectively in distributed datasets, where data owners hesitate to share their raw data, as a reliable approach to train an ML algorithm. However, in the case of sensitive healthcare datasets, additional privacy measures before feeding into machine learning mechanisms are also necessary. Our approach uses the federated learning framework, which removes the necessity of sharing patients' sensitive data in a raw format outside the premise. First, the data owners agree on a list of features selected by the correlation; then, after training the local models, the obtained local models are transmitted to the central server for aggregation. The differential privacy (DP) approach is adopted to perturb the local models before transmission to add an extra privacy layer. As a result, our framework achieves improved utility as the feature selection reduces the data dimension. Finally, based on the patient's genomic data, the framework establishes a practical healthcare application to privacy-predict certain heart failure/cancer diseases. application to predict certain heart failure diseases in a private manner."
